LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
32.25,74.75,3.2,4.12,5.22,6.51,7.37,7.47,6.15,5.75,5.77,5.19,4.03,3.15,5.33
32.25,75.25,3.25,4.15,5.22,6.55,7.32,7.33,5.86,5.48,5.75,5.29,4.13,3.18,5.29
32.25,75.75,3.25,4.15,5.22,6.55,7.32,7.33,5.86,5.48,5.75,5.29,4.13,3.18,5.29
32.25,76.25,3.23,3.84,4.98,6.02,6.85,6.87,5.66,5.22,5.4,5.16,4.11,3.21,5.05
32.25,76.75,3.23,3.84,4.98,6.02,6.85,6.87,5.66,5.22,5.4,5.16,4.11,3.21,5.05
32.25,77.25,2.67,3.29,4.23,5.05,5.8,6.33,6.01,5.53,5.19,4.67,3.55,2.66,4.58
32.25,77.75,2.67,3.29,4.23,5.05,5.8,6.33,6.01,5.53,5.19,4.67,3.55,2.66,4.58
32.25,78.25,3.17,3.86,4.66,5.44,6.42,7.02,6.67,6.15,5.82,5.1,3.85,2.99,5.1
32.75,60.25,3.24,4.09,4.9,5.69,6.45,6.97,6.93,6.7,5.79,4.63,3.52,2.96,5.16
32.75,60.75,3.24,4.09,4.9,5.69,6.45,6.97,6.93,6.7,5.79,4.63,3.52,2.96,5.16
32.75,61.25,3.32,4.18,5.02,6.01,6.78,7.33,6.98,6.69,5.84,4.66,3.52,2.91,5.27
32.75,61.75,3.32,4.18,5.02,6.01,6.78,7.33,6.98,6.69,5.84,4.66,3.52,2.91,5.27
32.75,62.25,3.34,4.25,5.09,6.22,6.98,7.54,7.19,6.74,5.7,4.62,3.47,2.93,5.34
32.75,62.75,3.34,4.25,5.09,6.22,6.98,7.54,7.19,6.74,5.7,4.62,3.47,2.93,5.34
32.75,63.25,3.36,4.28,5.15,6.29,7.07,7.5,7.15,6.69,5.8,4.79,3.54,2.99,5.38
32.75,63.75,3.36,4.28,5.15,6.29,7.07,7.5,7.15,6.69,5.8,4.79,3.54,2.99,5.38
32.75,64.25,3.28,4.22,5.12,6.21,7.15,7.44,7.08,6.62,5.87,4.97,3.69,3.03,5.39
32.75,64.75,3.28,4.22,5.12,6.21,7.15,7.44,7.08,6.62,5.87,4.97,3.69,3.03,5.39
32.75,65.25,3.4,4.34,5.25,6.42,7.24,7.38,7.1,6.62,5.73,4.9,3.76,3.11,5.44
32.75,65.75,3.4,4.34,5.25,6.42,7.24,7.38,7.1,6.62,5.73,4.9,3.76,3.11,5.44
32.75,66.25,3.36,4.26,5.22,6.43,7.32,7.45,7.01,6.54,5.9,5.09,3.91,3.14,5.47
32.75,66.75,3.36,4.26,5.22,6.43,7.32,7.45,7.01,6.54,5.9,5.09,3.91,3.14,5.47
32.75,67.25,3.17,4.08,5.13,6.41,7.31,7.36,6.93,6.34,5.88,5.04,3.96,3.14,5.4
32.75,67.75,3.17,4.08,5.13,6.41,7.31,7.36,6.93,6.34,5.88,5.04,3.96,3.14,5.4
32.75,68.25,3.16,4.03,5.27,6.61,6.98,7.85,6.95,6.51,5.73,4.99,3.98,3.23,5.44
32.75,68.75,3.16,4.03,5.27,6.61,6.98,7.85,6.95,6.51,5.73,4.99,3.98,3.23,5.44
32.75,69.25,3.35,4.21,5.11,6.31,7.02,7.38,6.55,6.14,5.69,5.0,3.99,3.26,5.33
32.75,69.75,3.35,4.21,5.11,6.31,7.02,7.38,6.55,6.14,5.69,5.0,3.99,3.26,5.33
32.75,70.25,3.34,4.09,4.89,6.04,6.46,6.72,5.8,5.51,5.15,4.67,3.81,3.15,4.97
32.75,70.75,3.34,4.09,4.89,6.04,6.46,6.72,5.8,5.51,5.15,4.67,3.81,3.15,4.97
32.75,71.25,3.3,4.16,5.09,6.21,6.37,7.1,6.2,5.8,5.21,4.6,3.69,3.08,5.07
32.75,71.75,3.3,4.16,5.09,6.21,6.37,7.1,6.2,5.8,5.21,4.6,3.69,3.08,5.07
32.75,72.25,3.26,4.13,5.08,6.24,7.12,7.14,6.01,5.56,5.19,4.64,3.76,3.08,5.1
32.75,72.75,3.26,4.13,5.08,6.24,7.12,7.14,6.01,5.56,5.19,4.64,3.76,3.08,5.1
32.75,73.25,3.21,4.13,5.18,6.43,7.32,7.35,5.88,5.64,5.47,4.93,3.92,3.12,5.21
32.75,73.75,3.21,4.13,5.18,6.43,7.32,7.35,5.88,5.64,5.47,4.93,3.92,3.12,5.21
32.75,74.25,3.2,4.12,5.22,6.51,7.37,7.47,6.15,5.75,5.77,5.19,4.03,3.15,5.33
32.75,74.75,3.2,4.12,5.22,6.51,7.37,7.47,6.15,5.75,5.77,5.19,4.03,3.15,5.33
32.75,75.25,3.25,4.15,5.22,6.55,7.32,7.33,5.86,5.48,5.75,5.29,4.13,3.18,5.29
32.75,75.75,3.25,4.15,5.22,6.55,7.32,7.33,5.86,5.48,5.75,5.29,4.13,3.18,5.29
32.75,76.25,3.23,3.84,4.98,6.02,6.85,6.87,5.66,5.22,5.4,5.16,4.11,3.21,5.05
32.75,76.75,3.23,3.84,4.98,6.02,6.85,6.87,5.66,5.22,5.4,5.16,4.11,3.21,5.05
32.75,77.25,2.67,3.29,4.23,5.05,5.8,6.33,6.01,5.53,5.19,4.67,3.55,2.66,4.58
32.75,77.75,2.67,3.29,4.23,5.05,5.8,6.33,6.01,5.53,5.19,4.67,3.55,2.66,4.58
32.75,78.25,3.17,3.86,4.66,5.44,6.42,7.02,6.67,6.15,5.82,5.1,3.85,2.99,5.1
33.25,60.25,3.04,3.79,4.73,5.61,6.58,7.19,7.04,6.67,5.66,4.5,3.24,2.71,5.06
33.25,60.75,3.04,3.79,4.73,5.61,6.58,7.19,7.04,6.67,5.66,4.5,3.24,2.71,5.06
33.25,61.25,3.12,4.0,4.93,5.96,6.89,7.52,7.3,6.8,5.83,4.64,3.39,2.73,5.26
33.25,61.75,3.12,4.0,4.93,5.96,6.89,7.52,7.3,6.8,5.83,4.64,3.39,2.73,5.26
33.25,62.25,3.14,4.08,5.02,6.08,6.97,7.51,7.22,6.79,5.97,4.79,3.51,2.82,5.33
33.25,62.75,3.14,4.08,5.02,6.08,6.97,7.51,7.22,6.79,5.97,4.79,3.51,2.82,5.33
33.25,63.25,2.92,3.77,4.74,6.07,7.2,7.58,7.36,6.85,6.09,4.92,3.54,2.81,5.32
33.25,63.75,2.92,3.77,4.74,6.07,7.2,7.58,7.36,6.85,6.09,4.92,3.54,2.81,5.32
33.25,64.25,2.95,3.78,4.67,5.98,7.11,7.58,7.29,6.77,6.01,4.94,3.61,2.84,5.29
33.25,64.75,2.95,3.78,4.67,5.98,7.11,7.58,7.29,6.77,6.01,4.94,3.61,2.84,5.29
33.25,65.25,2.91,3.74,4.66,5.95,7.13,7.53,7.27,6.78,6.04,5.05,3.72,2.78,5.3
33.25,65.75,2.91,3.74,4.66,5.95,7.13,7.53,7.27,6.78,6.04,5.05,3.72,2.78,5.3
33.25,66.25,3.08,3.9,4.8,6.11,7.39,7.87,7.38,6.88,6.19,5.16,3.83,2.9,5.46
33.25,66.75,3.08,3.9,4.8,6.11,7.39,7.87,7.38,6.88,6.19,5.16,3.83,2.9,5.46
33.25,67.25,3.0,3.75,4.47,5.87,7.38,7.83,7.3,6.74,6.22,5.2,3.83,2.84,5.37
33.25,67.75,3.0,3.75,4.47,5.87,7.38,7.83,7.3,6.74,6.22,5.2,3.83,2.84,5.37
33.25,68.25,3.01,3.77,4.65,5.91,7.31,7.75,6.9,6.37,5.71,4.94,3.79,2.87,5.25
33.25,68.75,3.01,3.77,4.65,5.91,7.31,7.75,6.9,6.37,5.71,4.94,3.79,2.87,5.25
33.25,69.25,3.07,3.82,4.83,6.09,7.34,7.8,7.12,6.29,5.6,4.89,3.82,2.98,5.3
33.25,69.75,3.07,3.82,4.83,6.09,7.34,7.8,7.12,6.29,5.6,4.89,3.82,2.98,5.3
33.25,70.25,3.24,3.96,4.84,5.85,6.87,7.19,6.55,5.97,5.53,4.89,3.85,3.04,5.15
33.25,70.75,3.24,3.96,4.84,5.85,6.87,7.19,6.55,5.97,5.53,4.89,3.85,3.04,5.15
33.25,71.25,3.18,3.89,4.74,5.92,6.86,6.96,6.12,5.64,5.33,4.86,3.79,2.98,5.02
33.25,71.75,3.18,3.89,4.74,5.92,6.86,6.96,6.12,5.64,5.33,4.86,3.79,2.98,5.02
33.25,72.25,3.19,3.92,4.87,6.22,7.16,7.43,6.48,5.75,5.51,4.93,3.84,2.97,5.19
33.25,72.75,3.19,3.92,4.87,6.22,7.16,7.43,6.48,5.75,5.51,4.93,3.84,2.97,5.19
33.25,73.25,3.18,3.87,4.95,6.31,7.27,7.54,6.44,5.72,5.69,5.07,3.89,2.99,5.24
33.25,73.75,3.18,3.87,4.95,6.31,7.27,7.54,6.44,5.72,5.69,5.07,3.89,2.99,5.24
33.25,74.25,3.11,3.77,4.87,6.12,7.01,7.21,6.17,5.62,5.73,5.05,3.9,3.01,5.13
33.25,74.75,3.11,3.77,4.87,6.12,7.01,7.21,6.17,5.62,5.73,5.05,3.9,3.01,5.13
33.25,75.25,2.79,3.35,4.34,5.39,6.25,6.7,5.88,5.46,5.45,4.85,3.74,2.82,4.75
33.25,75.75,2.79,3.35,4.34,5.39,6.25,6.7,5.88,5.46,5.45,4.85,3.74,2.82,4.75
33.25,76.25,2.59,3.2,4.04,4.88,5.83,6.49,6.1,5.76,5.35,4.58,3.41,2.57,4.57
33.25,76.75,2.59,3.2,4.04,4.88,5.83,6.49,6.1,5.76,5.35,4.58,3.41,2.57,4.57
33.25,77.25,3.01,3.74,4.58,5.52,6.34,7.08,6.72,6.23,5.75,4.95,3.71,2.87,5.04
33.25,77.75,3.01,3.74,4.58,5.52,6.34,7.08,6.72,6.23,5.75,4.95,3.71,2.87,5.04
33.25,78.25,3.27,4.0,4.89,5.85,6.81,7.37,6.86,6.31,5.94,5.14,3.91,3.11,5.29
33.75,60.25,3.04,3.79,4.73,5.61,6.58,7.19,7.04,6.67,5.66,4.5,3.24,2.71,5.06
33.75,60.75,3.04,3.79,4.73,5.61,6.58,7.19,7.04,6.67,5.66,4.5,3.24,2.71,5.06
33.75,61.25,3.12,4.0,4.93,5.96,6.89,7.52,7.3,6.8,5.83,4.64,3.39,2.73,5.26
33.75,61.75,3.12,4.0,4.93,5.96,6.89,7.52,7.3,6.8,5.83,4.64,3.39,2.73,5.26
33.75,62.25,3.14,4.08,5.02,6.08,6.97,7.51,7.22,6.79,5.97,4.79,3.51,2.82,5.33
33.75,62.75,3.14,4.08,5.02,6.08,6.97,7.51,7.22,6.79,5.97,4.79,3.51,2.82,5.33
33.75,63.25,2.92,3.77,4.74,6.07,7.2,7.58,7.36,6.85,6.09,4.92,3.54,2.81,5.32
33.75,63.75,2.92,3.77,4.74,6.07,7.2,7.58,7.36,6.85,6.09,4.92,3.54,2.81,5.32
33.75,64.25,2.95,3.78,4.67,5.98,7.11,7.58,7.29,6.77,6.01,4.94,3.61,2.84,5.29
33.75,64.75,2.95,3.78,4.67,5.98,7.11,7.58,7.29,6.77,6.01,4.94,3.61,2.84,5.29
33.75,65.25,2.91,3.74,4.66,5.95,7.13,7.53,7.27,6.78,6.04,5.05,3.72,2.78,5.3
33.75,65.75,2.91,3.74,4.66,5.95,7.13,7.53,7.27,6.78,6.04,5.05,3.72,2.78,5.3
33.75,66.25,3.08,3.9,4.8,6.11,7.39,7.87,7.38,6.88,6.19,5.16,3.83,2.9,5.46
33.75,66.75,3.08,3.9,4.8,6.11,7.39,7.87,7.38,6.88,6.19,5.16,3.83,2.9,5.46
33.75,67.25,3.0,3.75,4.47,5.87,7.38,7.83,7.3,6.74,6.22,5.2,3.83,2.84,5.37
33.75,67.75,3.0,3.75,4.47,5.87,7.38,7.83,7.3,6.74,6.22,5.2,3.83,2.84,5.37
33.75,68.25,3.01,3.77,4.65,5.91,7.31,7.75,6.9,6.37,5.71,4.94,3.79,2.87,5.25
33.75,68.75,3.01,3.77,4.65,5.91,7.31,7.75,6.9,6.37,5.71,4.94,3.79,2.87,5.25
33.75,69.25,3.07,3.82,4.83,6.09,7.34,7.8,7.12,6.29,5.6,4.89,3.82,2.98,5.3
33.75,69.75,3.07,3.82,4.83,6.09,7.34,7.8,7.12,6.29,5.6,4.89,3.82,2.98,5.3
33.75,70.25,3.24,3.96,4.84,5.85,6.87,7.19,6.55,5.97,5.53,4.89,3.85,3.04,5.15
33.75,70.75,3.24,3.96,4.84,5.85,6.87,7.19,6.55,5.97,5.53,4.89,3.85,3.04,5.15
33.75,71.25,3.18,3.89,4.74,5.92,6.86,6.96,6.12,5.64,5.33,4.86,3.79,2.98,5.02
33.75,71.75,3.18,3.89,4.74,5.92,6.86,6.96,6.12,5.64,5.33,4.86,3.79,2.98,5.02
33.75,72.25,3.19,3.92,4.87,6.22,7.16,7.43,6.48,5.75,5.51,4.93,3.84,2.97,5.19
33.75,72.75,3.19,3.92,4.87,6.22,7.16,7.43,6.48,5.75,5.51,4.93,3.84,2.97,5.19
33.75,73.25,3.18,3.87,4.95,6.31,7.27,7.54,6.44,5.72,5.69,5.07,3.89,2.99,5.24
33.75,73.75,3.18,3.87,4.95,6.31,7.27,7.54,6.44,5.72,5.69,5.07,3.89,2.99,5.24
33.75,74.25,3.11,3.77,4.87,6.12,7.01,7.21,6.17,5.62,5.73,5.05,3.9,3.01,5.13
33.75,74.75,3.11,3.77,4.87,6.12,7.01,7.21,6.17,5.62,5.73,5.05,3.9,3.01,5.13
33.75,75.25,2.79,3.35,4.34,5.39,6.25,6.7,5.88,5.46,5.45,4.85,3.74,2.82,4.75
33.75,75.75,2.79,3.35,4.34,5.39,6.25,6.7,5.88,5.46,5.45,4.85,3.74,2.82,4.75
33.75,76.25,2.59,3.2,4.04,4.88,5.83,6.49,6.1,5.76,5.35,4.58,3.41,2.57,4.57
33.75,76.75,2.59,3.2,4.04,4.88,5.83,6.49,6.1,5.76,5.35,4.58,3.41,2.57,4.57
33.75,77.25,3.01,3.74,4.58,5.52,6.34,7.08,6.72,6.23,5.75,4.95,3.71,2.87,5.04
33.75,77.75,3.01,3.74,4.58,5.52,6.34,7.08,6.72,6.23,5.75,4.95,3.71,2.87,5.04
33.75,78.25,3.27,4.0,4.89,5.85,6.81,7.37,6.86,6.31,5.94,5.14,3.91,3.11,5.29
34.25,60.25,2.91,3.71,4.61,5.65,6.61,7.18,7.0,6.56,5.53,4.33,3.06,2.56,4.98
34.25,60.75,2.91,3.71,4.61,5.65,6.61,7.18,7.0,6.56,5.53,4.33,3.06,2.56,4.98
34.25,61.25,2.87,3.7,4.67,5.81,6.8,7.48,7.25,6.72,5.74,4.42,3.15,2.54,5.1
34.25,61.75,2.87,3.7,4.67,5.81,6.8,7.48,7.25,6.72,5.74,4.42,3.15,2.54,5.1
34.25,62.25,2.77,3.62,4.57,5.73,6.78,7.31,7.09,6.62,5.8,4.48,3.19,2.53,5.04
34.25,62.75,2.77,3.62,4.57,5.73,6.78,7.31,7.09,6.62,5.8,4.48,3.19,2.53,5.04
34.25,63.25,2.63,3.42,4.38,5.66,6.94,7.43,7.26,6.79,5.97,4.67,3.25,2.51,5.08
34.25,63.75,2.63,3.42,4.38,5.66,6.94,7.43,7.26,6.79,5.97,4.67,3.25,2.51,5.08
34.25,64.25,2.75,3.53,4.43,5.75,7.01,7.59,7.51,6.93,6.11,4.86,3.4,2.59,5.21
34.25,64.75,2.75,3.53,4.43,5.75,7.01,7.59,7.51,6.93,6.11,4.86,3.4,2.59,5.21
34.25,65.25,2.86,3.58,4.47,5.8,6.92,7.48,7.43,6.84,6.11,4.96,3.54,2.62,5.22
34.25,65.75,2.86,3.58,4.47,5.8,6.92,7.48,7.43,6.84,6.11,4.96,3.54,2.62,5.22
34.25,66.25,2.78,3.62,4.26,5.48,6.96,7.79,7.42,6.77,6.1,4.96,3.48,2.5,5.18
34.25,66.75,2.78,3.62,4.26,5.48,6.96,7.79,7.42,6.77,6.1,4.96,3.48,2.5,5.18
34.25,67.25,2.76,3.48,4.19,5.47,6.99,7.78,7.41,6.8,6.12,4.99,3.51,2.53,5.17
34.25,67.75,2.76,3.48,4.19,5.47,6.99,7.78,7.41,6.8,6.12,4.99,3.51,2.53,5.17
34.25,68.25,2.72,3.47,4.19,5.42,7.01,7.96,7.77,6.87,5.99,4.98,3.59,2.6,5.21
34.25,68.75,2.72,3.47,4.19,5.42,7.01,7.96,7.77,6.87,5.99,4.98,3.59,2.6,5.21
34.25,69.25,2.92,3.61,4.55,5.71,7.06,8.03,7.78,6.76,5.85,4.96,3.66,2.78,5.31
34.25,69.75,2.92,3.61,4.55,5.71,7.06,8.03,7.78,6.76,5.85,4.96,3.66,2.78,5.31
34.25,70.25,3.02,3.67,4.67,5.76,7.04,7.89,7.49,6.53,5.72,4.82,3.61,2.82,5.25
34.25,70.75,3.02,3.67,4.67,5.76,7.04,7.89,7.49,6.53,5.72,4.82,3.61,2.82,5.25
34.25,71.25,3.09,3.79,4.78,5.99,7.07,7.68,6.96,6.19,5.69,4.86,3.72,2.88,5.22
34.25,71.75,3.09,3.79,4.78,5.99,7.07,7.68,6.96,6.19,5.69,4.86,3.72,2.88,5.22
34.25,72.25,3.08,3.77,4.76,6.18,7.31,7.88,6.96,6.21,5.87,5.02,3.76,2.86,5.3
34.25,72.75,3.08,3.77,4.76,6.18,7.31,7.88,6.96,6.21,5.87,5.02,3.76,2.86,5.3
34.25,73.25,2.95,3.57,4.55,5.88,6.99,7.46,6.6,5.94,5.7,4.89,3.69,2.79,5.08
34.25,73.75,2.95,3.57,4.55,5.88,6.99,7.46,6.6,5.94,5.7,4.89,3.69,2.79,5.08
34.25,74.25,2.68,3.23,4.09,5.13,6.05,6.64,6.16,5.67,5.3,4.48,3.48,2.61,4.63
34.25,74.75,2.68,3.23,4.09,5.13,6.05,6.64,6.16,5.67,5.3,4.48,3.48,2.61,4.63
34.25,75.25,2.61,3.24,4.11,5.05,5.94,6.82,6.49,6.02,5.6,4.57,3.41,2.52,4.7
34.25,75.75,2.61,3.24,4.11,5.05,5.94,6.82,6.49,6.02,5.6,4.57,3.41,2.52,4.7
34.25,76.25,2.67,3.33,4.17,5.06,5.95,6.81,6.55,6.04,5.53,4.6,3.42,2.52,4.72
34.25,76.75,2.67,3.33,4.17,5.06,5.95,6.81,6.55,6.04,5.53,4.6,3.42,2.52,4.72
34.25,77.25,2.86,3.54,4.45,5.43,6.19,6.91,6.72,6.14,5.66,4.79,3.61,2.76,4.92
34.25,77.75,2.86,3.54,4.45,5.43,6.19,6.91,6.72,6.14,5.66,4.79,3.61,2.76,4.92
34.25,78.25,2.91,3.64,4.57,5.52,6.19,6.84,6.61,6.07,5.46,4.63,3.5,2.72,4.89
34.75,60.25,2.91,3.71,4.61,5.65,6.61,7.18,7.0,6.56,5.53,4.33,3.06,2.56,4.98
34.75,60.75,2.91,3.71,4.61,5.65,6.61,7.18,7.0,6.56,5.53,4.33,3.06,2.56,4.98
34.75,61.25,2.87,3.7,4.67,5.81,6.8,7.48,7.25,6.72,5.74,4.42,3.15,2.54,5.1
34.75,61.75,2.87,3.7,4.67,5.81,6.8,7.48,7.25,6.72,5.74,4.42,3.15,2.54,5.1
34.75,62.25,2.77,3.62,4.57,5.73,6.78,7.31,7.09,6.62,5.8,4.48,3.19,2.53,5.04
34.75,62.75,2.77,3.62,4.57,5.73,6.78,7.31,7.09,6.62,5.8,4.48,3.19,2.53,5.04
34.75,63.25,2.63,3.42,4.38,5.66,6.94,7.43,7.26,6.79,5.97,4.67,3.25,2.51,5.08
34.75,63.75,2.63,3.42,4.38,5.66,6.94,7.43,7.26,6.79,5.97,4.67,3.25,2.51,5.08
34.75,64.25,2.75,3.53,4.43,5.75,7.01,7.59,7.51,6.93,6.11,4.86,3.4,2.59,5.21
34.75,64.75,2.75,3.53,4.43,5.75,7.01,7.59,7.51,6.93,6.11,4.86,3.4,2.59,5.21
34.75,65.25,2.86,3.58,4.47,5.8,6.92,7.48,7.43,6.84,6.11,4.96,3.54,2.62,5.22
34.75,65.75,2.86,3.58,4.47,5.8,6.92,7.48,7.43,6.84,6.11,4.96,3.54,2.62,5.22
34.75,66.25,2.78,3.62,4.26,5.48,6.96,7.79,7.42,6.77,6.1,4.96,3.48,2.5,5.18
34.75,66.75,2.78,3.62,4.26,5.48,6.96,7.79,7.42,6.77,6.1,4.96,3.48,2.5,5.18
34.75,67.25,2.76,3.48,4.19,5.47,6.99,7.78,7.41,6.8,6.12,4.99,3.51,2.53,5.17
34.75,67.75,2.76,3.48,4.19,5.47,6.99,7.78,7.41,6.8,6.12,4.99,3.51,2.53,5.17
34.75,68.25,2.72,3.47,4.19,5.42,7.01,7.96,7.77,6.87,5.99,4.98,3.59,2.6,5.21
34.75,68.75,2.72,3.47,4.19,5.42,7.01,7.96,7.77,6.87,5.99,4.98,3.59,2.6,5.21
34.75,69.25,2.92,3.61,4.55,5.71,7.06,8.03,7.78,6.76,5.85,4.96,3.66,2.78,5.31
34.75,69.75,2.92,3.61,4.55,5.71,7.06,8.03,7.78,6.76,5.85,4.96,3.66,2.78,5.31
34.75,70.25,3.02,3.67,4.67,5.76,7.04,7.89,7.49,6.53,5.72,4.82,3.61,2.82,5.25
34.75,70.75,3.02,3.67,4.67,5.76,7.04,7.89,7.49,6.53,5.72,4.82,3.61,2.82,5.25
34.75,71.25,3.09,3.79,4.78,5.99,7.07,7.68,6.96,6.19,5.69,4.86,3.72,2.88,5.22
34.75,71.75,3.09,3.79,4.78,5.99,7.07,7.68,6.96,6.19,5.69,4.86,3.72,2.88,5.22
34.75,72.25,3.08,3.77,4.76,6.18,7.31,7.88,6.96,6.21,5.87,5.02,3.76,2.86,5.3
34.75,72.75,3.08,3.77,4.76,6.18,7.31,7.88,6.96,6.21,5.87,5.02,3.76,2.86,5.3
34.75,73.25,2.95,3.57,4.55,5.88,6.99,7.46,6.6,5.94,5.7,4.89,3.69,2.79,5.08
34.75,73.75,2.95,3.57,4.55,5.88,6.99,7.46,6.6,5.94,5.7,4.89,3.69,2.79,5.08
34.75,74.25,2.68,3.23,4.09,5.13,6.05,6.64,6.16,5.67,5.3,4.48,3.48,2.61,4.63
34.75,74.75,2.68,3.23,4.09,5.13,6.05,6.64,6.16,5.67,5.3,4.48,3.48,2.61,4.63
34.75,75.25,2.61,3.24,4.11,5.05,5.94,6.82,6.49,6.02,5.6,4.57,3.41,2.52,4.7
34.75,75.75,2.61,3.24,4.11,5.05,5.94,6.82,6.49,6.02,5.6,4.57,3.41,2.52,4.7
34.75,76.25,2.67,3.33,4.17,5.06,5.95,6.81,6.55,6.04,5.53,4.6,3.42,2.52,4.72
34.75,76.75,2.67,3.33,4.17,5.06,5.95,6.81,6.55,6.04,5.53,4.6,3.42,2.52,4.72
34.75,77.25,2.86,3.54,4.45,5.43,6.19,6.91,6.72,6.14,5.66,4.79,3.61,2.76,4.92
34.75,77.75,2.86,3.54,4.45,5.43,6.19,6.91,6.72,6.14,5.66,4.79,3.61,2.76,4.92
34.75,78.25,2.91,3.64,4.57,5.52,6.19,6.84,6.61,6.07,5.46,4.63,3.5,2.72,4.89
35.25,60.25,2.61,3.37,4.2,5.27,6.35,7.04,6.92,6.47,5.53,4.22,2.96,2.41,4.78
35.25,60.75,2.61,3.37,4.2,5.27,6.35,7.04,6.92,6.47,5.53,4.22,2.96,2.41,4.78
35.25,61.25,2.54,3.28,4.12,5.27,6.42,7.13,7.03,6.48,5.52,4.11,2.87,2.27,4.75
35.25,61.75,2.54,3.28,4.12,5.27,6.42,7.13,7.03,6.48,5.52,4.11,2.87,2.27,4.75
35.25,62.25,2.31,3.08,4.01,5.38,6.54,7.21,7.11,6.64,5.61,4.16,2.85,2.11,4.75
35.25,62.75,2.31,3.08,4.01,5.38,6.54,7.21,7.11,6.64,5.61,4.16,2.85,2.11,4.75
35.25,63.25,2.38,3.21,4.09,5.45,6.82,7.27,7.15,6.63,5.66,4.28,2.91,2.18,4.84
35.25,63.75,2.38,3.21,4.09,5.45,6.82,7.27,7.15,6.63,5.66,4.28,2.91,2.18,4.84
35.25,64.25,2.49,3.31,4.17,5.55,6.77,7.27,7.21,6.53,5.7,4.4,3.05,2.32,4.9
35.25,64.75,2.49,3.31,4.17,5.55,6.77,7.27,7.21,6.53,5.7,4.4,3.05,2.32,4.9
35.25,65.25,2.56,3.32,4.2,5.57,6.74,7.41,7.33,6.67,5.73,4.57,3.12,2.38,4.97
35.25,65.75,2.56,3.32,4.2,5.57,6.74,7.41,7.33,6.67,5.73,4.57,3.12,2.38,4.97
35.25,66.25,2.38,3.12,3.8,5.05,6.45,7.46,7.33,6.76,5.86,4.56,3.08,2.21,4.84
35.25,66.75,2.38,3.12,3.8,5.05,6.45,7.46,7.33,6.76,5.86,4.56,3.08,2.21,4.84
35.25,67.25,2.39,3.1,3.79,4.96,6.29,7.4,7.23,6.64,5.76,4.49,3.08,2.24,4.78
35.25,67.75,2.39,3.1,3.79,4.96,6.29,7.4,7.23,6.64,5.76,4.49,3.08,2.24,4.78
35.25,68.25,2.62,3.35,4.16,5.18,6.37,7.53,7.53,6.91,5.91,4.6,3.24,2.44,4.99
35.25,68.75,2.62,3.35,4.16,5.18,6.37,7.53,7.53,6.91,5.91,4.6,3.24,2.44,4.99
35.25,69.25,2.59,3.2,4.06,5.15,6.42,7.56,7.66,7.05,5.97,4.6,3.2,2.4,4.99
35.25,69.75,2.59,3.2,4.06,5.15,6.42,7.56,7.66,7.05,5.97,4.6,3.2,2.4,4.99
35.25,70.25,2.32,2.93,3.72,4.65,5.94,7.16,7.47,7.04,5.98,4.4,3.02,2.19,4.74
35.25,70.75,2.32,2.93,3.72,4.65,5.94,7.16,7.47,7.04,5.98,4.4,3.02,2.19,4.74
35.25,71.25,2.39,2.9,3.81,4.73,5.93,7.05,7.0,6.39,5.62,4.27,3.07,2.29,4.62
35.25,71.75,2.39,2.9,3.81,4.73,5.93,7.05,7.0,6.39,5.62,4.27,3.07,2.29,4.62
35.25,72.25,2.58,3.13,4.05,5.13,6.23,7.08,6.96,6.23,5.56,4.41,3.27,2.44,4.76
35.25,72.75,2.58,3.13,4.05,5.13,6.23,7.08,6.96,6.23,5.56,4.41,3.27,2.44,4.76
35.25,73.25,2.41,2.98,3.84,4.77,5.76,6.74,6.63,5.99,5.32,4.15,3.08,2.29,4.5
35.25,73.75,2.41,2.98,3.84,4.77,5.76,6.74,6.63,5.99,5.32,4.15,3.08,2.29,4.5
35.25,74.25,2.44,3.07,4.01,4.88,5.86,6.79,6.57,5.94,5.36,4.29,3.16,2.34,4.56
35.25,74.75,2.44,3.07,4.01,4.88,5.86,6.79,6.57,5.94,5.36,4.29,3.16,2.34,4.56
35.25,75.25,2.39,3.08,3.99,4.84,5.77,6.6,6.45,5.91,5.32,4.25,3.06,2.22,4.49
35.25,75.75,2.39,3.08,3.99,4.84,5.77,6.6,6.45,5.91,5.32,4.25,3.06,2.22,4.49
35.25,76.25,2.49,3.23,4.15,5.07,5.85,6.52,6.43,5.81,5.25,4.24,3.11,2.3,4.54
35.25,76.75,2.49,3.23,4.15,5.07,5.85,6.52,6.43,5.81,5.25,4.24,3.11,2.3,4.54
35.25,77.25,2.52,3.25,4.1,4.93,5.58,6.03,6.06,5.49,4.89,3.92,2.81,2.23,4.32
35.25,77.75,2.52,3.25,4.1,4.93,5.58,6.03,6.06,5.49,4.89,3.92,2.81,2.23,4.32
35.25,78.25,3.03,3.79,4.85,5.87,6.64,7.2,7.13,6.42,5.84,4.8,3.58,2.82,5.16
35.75,60.25,2.61,3.37,4.2,5.27,6.35,7.04,6.92,6.47,5.53,4.22,2.96,2.41,4.78
35.75,60.75,2.61,3.37,4.2,5.27,6.35,7.04,6.92,6.47,5.53,4.22,2.96,2.41,4.78
